,dataset,n_cols,has_sex_or_gender_column,cols
334,electricsheepafrica/technical-vocational-training-outcomes,51,True,"['trainee_id', 'country', 'year', 'enrollment_year', 'institution_type', 'training_level', 'trade_area', 'sex', 'age', 'location', 'prior_education', 'training_duration_months', 'completed', 'completion_year', 'dropout_reason', 'practical_hours_total', 'theory_hours_total', 'practical_ratio', 'industry_attachment', 'attachment_duration_weeks', 'industry_placement', 'equipment_adequacy', 'instructor_industry_experience', 'instructor_qualification', 'curriculum_relevance', 'assessment_method', 'certification_type', 'skill_match', 'technical_skill_score', 'employability_skill_score', 'entrepreneurship_skill_score', 'digital_skill_score', 'overall_competency', 'employed', 'employment_type', 'employment_sector', 'monthly_salary_usd', 'job_search_duration_months', 'job_matching_field', 'skills_utilization', 'job_satisfaction', 'further_education', 'income_contribution_household', 'entrepreneurship_intention', 'business_started', 'employees_count', 'credit_access', 'support_programs', 'alumni_network', 'professional_association', 'scenario']"
335,electricsheepafrica/education-technology-adoption-africa,39,False,"['school_id', 'country', 'year', 'school_type', 'location', 'students_enrolled', 'teachers_total', 'has_electricity', 'electricity_source', 'has_internet', 'internet_type', 'internet_speed_mbps', 'has_computer_lab', 'computers_available', 'tablets_available', 'projectors_available', 'smart_boards', 'printer_available', 'device_student_ratio', 'elearning_platform', 'platform_name', 'digital_content_used', 'content_language', 'teacher_digital_training', 'training_hours', 'ict_curriculum', 'computer_classes_weekly', 'students_per_computer_class', 'tech_support_available', 'maintenance_budget_usd', 'device_age_years', 'functioning_devices_pct', 'parents_digital_literacy', 'home_device_access', 'government_program', 'ngo_support', 'private_sector_partnership', 'edtech_challenges', 'scenario']"
336,electricsheepafrica/out-of-school-youth-profiles-africa,40,True,"['youth_id', 'country', 'year', 'age', 'age_group', 'sex', 'education_attained', 'last_grade_completed', 'years_out_of_school', 'never_enrolled', 'dropout', 'primary_reason', 'financial_barrier', 'school_fees_unaffordable', 'work_for_income', 'work_type', 'income_contribution_pct', 'early_marriage', 'early_pregnancy', 'disability', 'disability_type', 'conflict_affected', 'displaced', 'urban_rural', 'distance_to_school_km', 'household_size', 'orphan_status', 'caregiver_education', 'caregiver_employment', 'household_wealth', 'neet_status', 'employment_status', 'job_seeking', 'skills_training', 'literacy', 'numeracy', 'digital_literacy', 'aspiration', 'return_to_school_interest', 'scenario']"
337,electricsheepafrica/household-electricity-access-africa,35,False,"['household_id', 'country', 'year', 'is_urban', 'settlement_type', 'household_size', 'income_quintile', 'education_head', 'has_electricity_access', 'connection_type', 'connection_quality', 'hours_electricity_available', 'primary_lighting_source', 'primary_cooking_fuel', 'monthly_electricity_kwh', 'monthly_energy_bill_usd', 'connection_fee_usd', 'distance_to_grid_km', 'years_connected', 'appliance_count', 'has_phone_charging', 'has_radio', 'has_tv', 'has_fridge', 'has_fan', 'has_electric_iron', 'has_electric_kettle', 'satisfaction_score', 'willingness_to_pay_monthly_usd', 'barriers_to_access', 'uses_multiple_sources', 'has_backup_source', 'grid_extension_planned', 'region', 'scenario']"
338,electricsheepafrica/off-grid-solar-adoption-africa,35,False,"['household_id', 'country', 'year', 'settlement_type', 'is_urban', 'household_size', 'income_level', 'has_adopted_solar', 'system_type', 'system_capacity_watts', 'purchase_price_usd', 'payment_model', 'daily_payment_usd', 'payment_duration_months', 'total_amount_paid_usd', 'purchase_year', 'system_age_years', 'warranty_years', 'is_under_warranty', 'battery_condition_pct', 'panel_condition_pct', 'daily_usage_hours', 'satisfaction_score', 'issues_experienced', 'appliances_supported', 'has_grid_access', 'uses_as_backup', 'would_upgrade', 'recommend_to_others', 'awareness_source', 'distance_to_agent_km', 'mobile_money_access', 'has_bank_account', 'previous_energy_source', 'scenario']"
339,electricsheepafrica/mini-grid-performance-africa,37,False,"['mini_grid_id', 'country', 'year', 'exists', 'fuel_type', 'capacity_kw', 'has_diesel_backup', 'installation_year', 'operational_years', 'capital_cost_usd', 'capital_cost_per_kw', 'customers_served', 'peak_demand_kw', 'average_load_kw', 'load_factor', 'uptime_pct', 'monthly_outages', 'hours_supply_daily', 'tariff_usd_per_kwh', 'monthly_revenue_usd', 'operational_cost_monthly_usd', 'is_profitable', 'customer_growth_rate', 'connections_residential', 'connections_commercial', 'developer_type', 'funding_sources', 'maintenance_schedule', 'technical_issues', 'customer_satisfaction', 'productive_use_pct', 'has_anchor_customer', 'anchor_customer_type', 'grid_interconnection_planned', 'distance_to_grid_km', 'regulatory_compliance', 'scenario']"
340,electricsheepafrica/energy-poverty-indicators-africa,37,False,"['household_id', 'country', 'year', 'is_urban', 'household_size', 'income_level', 'is_energy_poor', 'poverty_severity', 'has_electricity', 'has_clean_cooking', 'electricity_access_score', 'cooking_access_score', 'reliability_score', 'multidimensional_score', 'energy_development_index', 'hours_electricity_daily', 'lighting_source', 'cooking_fuel_type', 'fuel_collection_hours_weekly', 'energy_expenditure_pct_income', 'health_impacts_score', 'education_impact_score', 'productive_use_enabled', 'modern_appliances_count', 'has_heating', 'has_cooling', 'has_communication', 'health_facility_electrified', 'school_electrified', 'water_pump_electrified', 'income_lost_outages_pct', 'barriers_to_access', 'distance_to_electricity_km', 'distance_to_clean_fuel_km', 'lpg_use_last_month', 'improved_stove_owned', 'scenario']"
341,electricsheepafrica/electricity-reliability-outages-africa,35,False,"['record_id', 'country', 'year', 'is_urban', 'utility_name', 'outage_hours_monthly', 'outage_frequency_monthly', 'avg_outage_duration_hours', 'planned_outages_monthly', 'unplanned_outages_monthly', 'saidi_annual_hours', 'saifi_annual_events', 'avg_restoration_time_hours', 'supply_hours_daily', 'system_losses_pct', 'technical_losses_pct', 'commercial_losses_pct', 'voltage_quality', 'frequency_stability', 'has_backup_power', 'backup_type', 'backup_hours_available', 'economic_loss_monthly_usd', 'services_affected', 'primary_outage_causes', 'reliability_rating', 'transformer_failures_monthly', 'line_faults_monthly', 'maintenance_events_monthly', 'customer_complaints_monthly', 'utility_response_time_hours', 'notification_before_outage', 'compensation_available', 'smart_meter_installed', 'scenario']"
342,electricsheepafrica/clean-cooking-fuel-adoption-africa,33,False,"['household_id', 'country', 'year', 'is_urban', 'household_size', 'income_quintile', 'has_clean_cooking', 'primary_cooking_fuel', 'stove_type', 'stove_age_years', 'stove_condition_pct', 'monthly_fuel_cost_usd', 'lpg_cylinder_size_kg', 'lpg_refills_monthly', 'distance_to_fuel_source_km', 'fuel_collection_hours_weekly', 'health_impact_level', 'cooking_time_hours_daily', 'smoke_exposure_level', 'respiratory_symptoms_score', 'awareness_of_clean_cooking', 'barriers_to_adoption', 'willingness_to_switch', 'subsidy_received', 'satisfaction_score', 'meals_per_day', 'household_members_affected', 'uses_multiple_fuels', 'has_ventilated_kitchen', 'children_under_5_exposed', 'ever_used_clean_fuel', 'transition_year', 'scenario']"
343,electricsheepafrica/energy-infrastructure-maintenance-africa,41,False,"['record_id', 'country', 'year', 'grid_segment', 'infrastructure_type', 'installation_year', 'infrastructure_age_years', 'expected_lifetime_years', 'remaining_lifetime_years', 'condition_score', 'condition_rating', 'system_losses_pct', 'technical_losses_pct', 'commercial_losses_pct', 'maintenance_events_yearly', 'planned_maintenance_yearly', 'unplanned_maintenance_yearly', 'maintenance_backlog_pct', 'annual_maintenance_budget_usd', 'maintenance_spent_usd', 'budget_utilization_pct', 'failures_yearly', 'mtbf_hours', 'mttr_hours', 'availability_pct', 'spare_parts_available', 'trained_technicians_count', 'safety_incidents_yearly', 'energy_not_served_mwh_yearly', 'revenue_lost_usd_yearly', 'maintenance_priority', 'last_major_overhaul_year', 'years_since_overhaul', 'replacement_needed', 'estimated_replacement_cost_usd', 'grid_reinforcement_needed', 'load_capacity_mw', 'current_load_pct', 'overloaded', 'voltage_level', 'scenario']"
344,electricsheepafrica/grid-extension-planning-africa,38,False,"['project_id', 'country', 'year', 'is_planned', 'project_type', 'location_type', 'distance_to_grid_km', 'households_targeted', 'population_impact', 'mv_line_km', 'lv_line_km', 'mv_line_cost_usd', 'lv_line_cost_usd', 'transformer_cost_usd', 'connection_cost_per_hh_usd', 'total_project_cost_usd', 'cost_per_connection_usd', 'planned_year', 'funding_source', 'feasibility_study_done', 'environmental_assessment', 'community_consultation', 'productive_use_potential', 'anchor_loads', 'alternative_options', 'mini_grid_cost_usd', 'shs_cost_usd', 'least_cost_option', 'implementation_time_months', 'roi_years', 'demand_estimate_mwh_yearly', 'revenue_potential_yearly_usd', 'demand_density_hh_per_km', 'priority_score', 'coordinates_approx', 'existing_mv_infrastructure', 'land_acquisition_needed', 'scenario']"
345,electricsheepafrica/household-water-access-africa,17,False,"['household_id', 'country', 'year', 'location', 'wealth_quintile', 'household_size', 'water_source_type', 'improved_source', 'collection_time_minutes', 'rounds_per_day', 'daily_quantity_liters', 'per_capita_liters_day', 'reliability_score', 'seasonal_availability', 'treats_water', 'treatment_method', 'service_level']"
346,electricsheepafrica/wash-in-healthcare-facilities-africa,30,True,"['facility_id', 'country', 'year', 'facility_type', 'location', 'has_water_source', 'water_source_type', 'water_reliability', 'has_sanitation', 'sanitation_facility_type', 'num_toilets', 'gender_separated_toilets', 'toilets_accessible_disabled', 'sanitation_usability', 'has_handwashing', 'handwashing_locations', 'soap_available', 'alcohol_hand_rub_available', 'has_waste_management', 'waste_segregation', 'waste_disposal_method', 'sharps_disposal_method', 'has_cleaning_protocols', 'cleaning_supplies_available', 'cleaning_staff_trained', 'water_service_level', 'sanitation_service_level', 'hygiene_service_level', 'waste_service_level', 'cleaning_service_level']"
347,electricsheepafrica/deforestation-land-use-change-africa,18,False,"['record_id', 'country', 'year', 'region_type', 'forest_cover_pct', 'forest_area_ha', 'population_density', 'agricultural_expansion_index', 'deforestation_rate_ha_year', 'primary_driver', 'land_conversion_type', 'policy_strength_index', 'protected_area_coverage', 'biomass_loss_tonnes', 'carbon_emission_tonnes', 'biodiversity_impact_score', 'climate_regulation_loss_usd', 'recovery_potential_index']"
348,electricsheepafrica/sanitation-facility-access-africa,17,False,"['household_id', 'country', 'year', 'location', 'wealth_quintile', 'facility_type', 'improved_facility', 'shared_status', 'functionality', 'years_since_construction', 'has_slab', 'is_ventilated', 'is_flush', 'emptiable_pit', 'last_emptied_years', 'handwashing_station_nearby', 'service_level']"
349,electricsheepafrica/mobile-money-adoption-africa,16,True,"['country', 'year', 'urban_rural', 'gender', 'age', 'age_group', 'income_quintile', 'account_ownership', 'active_use', 'provider', 'n_transactions_monthly', 'avg_transaction_value_usd', 'transaction_types', 'digital_literacy_score', 'years_active', 'scenario']"
350,electricsheepafrica/air-quality-urban-africa,30,False,"['record_id', 'country', 'city', 'year', 'month', 'urban_population', 'population_density_km2', 'vehicle_fleet_size', 'vehicle_density_per_1000', 'industrial_facilities', 'household_biomass_use_pct', 'PM25_ug_m3', 'PM10_ug_m3', 'NO2_ug_m3', 'O3_ppb', 'CO_mg_m3', 'SO2_ug_m3', 'source_traffic_pct', 'source_industrial_pct', 'source_household_pct', 'source_dust_pct', 'PM25_who_exceedance_factor', 'aqi_us', 'aqi_category', 'respiratory_risk_index', 'cardiovascular_risk_index', 'estimated_premature_deaths_yearly', 'economic_cost_health_million_usd', 'monitoring_coverage_pct', 'air_quality_policy_strength']"
351,electricsheepafrica/hygiene-behavior-practices-africa,24,False,"['household_id', 'country', 'year', 'location', 'wealth_quintile', 'household_size', 'children_under_5', 'has_handwashing_station', 'station_location', 'station_type', 'water_available_at_station', 'soap_available', 'washes_after_defecation', 'washes_before_food_prep', 'washes_before_eating', 'washes_after_child_cleanup', 'handwashing_frequency', 'knowledge_critical_times_count', 'received_hygiene_education', 'primary_barrier', 'secondary_barrier', 'uses_ash_mud_alternative', 'hand_drying_method', 'nail_cleanliness']"
352,electricsheepafrica/open-defecation-patterns-africa,21,False,"['household_id', 'country', 'year', 'location', 'wealth_quintile', 'household_size', 'practices_open_defecation', 'frequency', 'primary_location', 'main_reason', 'secondary_reason', 'time_of_day', 'season', 'seasonal_variation', 'behavior_change_dry_season', 'behavior_change_rainy_season', 'household_members_practicing', 'children_under_5_practicing', 'distance_to_alternative_m', 'awareness_of_health_risks', 'willing_to_change_behavior']"
353,electricsheepafrica/climate-vulnerability-exposure-africa,29,False,"['record_id', 'country', 'year', 'climate_zone', 'geographic_exposure_index', 'coastal_proximity', 'elevation_category', 'temperature_anomaly_c', 'precipitation_variability_pct', 'extreme_heat_days_year', 'heat_stress_index', 'drought_probability', 'flood_probability', 'climate_hazard_index', 'gdp_per_capita_usd', 'agriculture_gdp_share_pct', 'infrastructure_quality_index', 'healthcare_access_index', 'early_warning_coverage_pct', 'social_protection_coverage_pct', 'adaptive_capacity_index', 'climate_policy_strength', 'ndc_ambition_score', 'climate_finance_access_million_usd', 'vulnerability_index', 'exposure_score', 'risk_category', 'population_at_risk_millions', 'potential_economic_loss_pct_gdp']"
354,electricsheepafrica/bank-account-ownership-africa,22,True,"['country', 'year', 'urban_rural', 'gender', 'age', 'age_group', 'income_quintile', 'education', 'employment_status', 'branch_access_km', 'atm_access_km', 'account_ownership', 'account_type', 'bank_name', 'usage_frequency_monthly', 'months_inactive', 'account_balance_usd', 'primary_barrier', 'has_overdraft', 'has_debit_card', 'has_online_banking', 'scenario']"
355,electricsheepafrica/water-infrastructure-maintenance-africa,22,False,"['infrastructure_id', 'country', 'year', 'location', 'infrastructure_type', 'installation_year', 'years_since_installation', 'management_model', 'functionality_status', 'breakdown_frequency_year', 'last_breakdown_days_ago', 'repair_time_days', 'maintenance_needs', 'spare_parts_available_locally', 'technician_available_within_50km', 'annual_maintenance_cost_usd', 'last_maintenance_days_ago', 'has_maintenance_fund', 'users_per_system', 'water_fee_charged', 'fee_collection_rate', 'sustainability_score']"
356,electricsheepafrica/water-quality-testing-africa,20,False,"['sample_id', 'country', 'year', 'location', 'source_type', 'treatment_applied', 'storage_method', 'storage_days', 'e_coli_count_cfu_100ml', 'e_coli_detected', 'total_coliform_cfu_100ml', 'turbidity_ntu', 'ph_level', 'fluoride_mg_l', 'nitrate_mg_l', 'arsenic_ug_l', 'iron_mg_l', 'meets_who_standards', 'risk_level', 'treatment_effectiveness_score']"
357,electricsheepafrica/drought-flood-impact-africa,31,False,"['record_id', 'country', 'year', 'event_type', 'event_subtype', 'event_duration_days', 'rainfall_deficit_pct', 'severity_index', 'severity_category', 'affected_area_km2', 'population_affected', 'population_displaced', 'deaths', 'injuries', 'housing_destroyed', 'housing_damaged', 'agricultural_land_affected_ha', 'crop_loss_value_usd', 'livestock_loss_heads', 'infrastructure_damage_usd', 'total_economic_damage_usd', 'damage_gdp_pct', 'early_warning_issued', 'warning_lead_time_hours', 'emergency_response_activated', 'response_time_hours', 'international_aid_requested', 'international_aid_received_usd', 'recovery_duration_months', 'recovery_progress_pct', 'long_term_displacement_risk']"
358,electricsheepafrica/wash-equity-inequalities-africa,25,True,"['household_id', 'country', 'year', 'location', 'wealth_quintile', 'wealth_numeric', 'household_size', 'gender_head', 'water_service_level', 'sanitation_service_level', 'primary_water_collector', 'time_water_collection_minutes', 'rounds_per_day', 'total_collection_time_minutes', 'time_poverty', 'education_impact_children', 'disability_in_household', 'facility_accessible_disability', 'dignity_concerns_reported', 'safety_concerns_night', 'wait_time_shared_facility_minutes', 'water_equity_gap_percentage', 'sanitation_equity_gap_percentage', 'compound_inequality', 'progress_towards_universal_access']"
359,electricsheepafrica/digital-payments-usage-africa,23,True,"['country', 'year', 'urban_rural', 'gender', 'age', 'age_group', 'income_quintile', 'education', 'account_ownership', 'digital_literacy', 'smartphone_ownership', 'internet_access', 'digital_payment_use', 'merchant_acceptance_rate', 'payment_frequency_monthly', 'avg_transaction_value_usd', 'preferred_payment_method', 'payment_types_used', 'payment_purposes', 'primary_barrier', 'payment_success_rate', 'cash_usage_ratio', 'scenario']"
360,electricsheepafrica/wash-in-schools-africa,27,True,"['school_id', 'country', 'year', 'school_type', 'location', 'student_enrollment', 'has_water_source', 'water_source_type', 'water_availability', 'has_sanitation', 'sanitation_facility_type', 'num_toilets_total', 'student_to_toilet_ratio', 'gender_separated_toilets', 'toilets_girls', 'toilets_boys', 'has_handwashing_facility', 'handwashing_with_soap', 'handwashing_locations', 'hygiene_education_curriculum', 'menstrual_hygiene_facilities', 'accessible_for_disabled', 'toilet_functionality', 'cleaning_frequency', 'water_service_level', 'sanitation_service_level', 'hygiene_service_level']"
361,electricsheepafrica/renewable-energy-potential-africa,27,False,"['record_id', 'country', 'year', 'resource_type', 'solar_irradiance_kwh_m2_year', 'wind_speed_avg_ms', 'hydro_potential_gw', 'geothermal_potential_mw', 'resource_quality_index', 'land_availability_ha', 'grid_connection_proximity_km', 'installed_capacity_mw', 'capacity_factor_pct', 'annual_generation_gwh', 'technology_readiness_level', 'capex_usd_per_mw', 'lcoe_usd_per_mwh', 'project_count_operational', 'project_count_pipeline', 'total_investment_million_usd', 'foreign_investment_share_pct', 'policy_support_index', 'feed_in_tariff_available', 'tax_incentives_available', 'project_viability_score', 'grid_integration_challenges', 'job_creation_estimate']"
362,electricsheepafrica/menstrual-hygiene-management-africa,27,False,"['respondent_id', 'country', 'year', 'location', 'wealth_quintile', 'age', 'is_school_age', 'primary_menstrual_material', 'materials_affordable', 'materials_source', 'change_frequency_per_day', 'knowledge_before_menarche', 'source_of_information', 'received_mhm_education', 'facility_at_home', 'facility_at_school_work', 'water_available_at_facility', 'soap_available_at_facility', 'disposal_method', 'school_absence_during_menses', 'days_absent_per_cycle', 'cultural_restrictions', 'restriction_types', 'experienced_stigma', 'comfort_discussing_menstruation', 'dignity_score', 'needs_additional_support']"
363,electricsheepafrica/waste-management-africa,38,False,"['record_id', 'country', 'year', 'settlement_type', 'population_served', 'waste_generation_kg_capita_day', 'total_waste_tonnes_day', 'total_waste_tonnes_year', 'collection_coverage_pct', 'waste_collected_tonnes_year', 'uncollected_waste_tonnes_year', 'disposal_landfill_pct', 'disposal_open_dump_pct', 'disposal_incineration_pct', 'disposal_composting_pct', 'recycling_rate_pct', 'waste_recycled_tonnes_year', 'organic_waste_pct', 'plastic_waste_pct', 'paper_waste_pct', 'metal_waste_pct', 'glass_waste_pct', 'e_waste_pct', 'plastic_waste_tonnes_year', 'e_waste_tonnes_year', 'landfill_sites_formal', 'landfill_sites_informal', 'sanitary_landfill_access_pct', 'waste_collection_vehicles', 'collection_frequency_per_week', 'methane_emissions_tonnes_year', 'open_burning_incidents_year', 'water_contamination_risk_index', 'informal_recyclers_count', 'waste_management_budget_per_capita_usd', 'policy_framework_strength', 'extended_producer_resistance', 'plastic_ban_implemented']"
364,electricsheepafrica/microfinance-access-africa,26,True,"['country', 'year', 'urban_rural', 'gender', 'age', 'age_group', 'income_quintile', 'education', 'employment_status', 'business_ownership', 'mfi_branch_access', 'mfi_awareness', 'mfi_membership', 'group_lending', 'loan_amount_usd', 'interest_rate', 'loan_term_months', 'loan_purpose', 'mfi_name', 'repayment_rate', 'monthly_repayment_usd', 'missed_payments', 'savings_with_mfi', 'savings_balance_usd', 'training_received', 'scenario']"
365,electricsheepafrica/carbon-emissions-africa,33,False,"['record_id', 'country', 'year', 'population_millions', 'gdp_billion_usd', 'gdp_per_capita_usd', 'energy_emissions_mt_co2', 'transport_emissions_mt_co2', 'industry_emissions_mt_co2', 'agriculture_emissions_mt_co2e', 'land_use_emissions_mt_co2', 'waste_emissions_mt_co2e', 'total_emissions_mt_co2e', 'per_capita_emissions_tonnes', 'emissions_intensity_kg_co2_per_usd_gdp', 'coal_share_pct', 'oil_share_pct', 'gas_share_pct', 'renewable_share_pct', 'methane_emissions_mt_co2e', 'n2o_emissions_mt_co2e', 'f_gases_emissions_mt_co2e', 'carbon_sink_forest_mt_co2', 'net_emissions_mt_co2e', 'ndc_target_reduction_pct', 'emission_trajectory_vs_ndc', 'carbon_pricing_implemented', 'carbon_price_usd_per_tonne', 'climate_finance_received_million_usd', 'renewable_investment_million_usd', 'historical_emissions_share_pct', 'projected_2030_emissions_mt', 'emissions_gap_mt']"
366,electricsheepafrica/credit-access-patterns-africa,27,True,"['country', 'year', 'urban_rural', 'gender', 'age', 'age_group', 'income_quintile', 'education', 'employment_status', 'monthly_income_usd', 'income_stability', 'credit_history', 'has_bank_account', 'credit_score', 'credit_need', 'preferred_credit_source', 'loan_amount_requested_usd', 'collateral_available', 'loan_purpose', 'approved', 'loan_disbursed_usd', 'interest_rate', 'loan_term_months', 'monthly_payment_usd', 'repayment_status', 'rejection_reason', 'scenario']"
367,electricsheepafrica/biodiversity-conservation-africa,34,False,"['record_id', 'country', 'year', 'species_group', 'ecosystem_type', 'habitat_extent_km2', 'habitat_loss_rate_pct_year', 'habitat_fragmentation_index', 'species_count_total', 'endemic_species_count', 'threatened_species_count', 'primary_threat', 'poaching_pressure_index', 'human_wildlife_conflict_incidents_year', 'climate_vulnerability_score', 'iucn_status_majority', 'population_trend', 'population_estimate', 'extinction_risk_index', 'protected_area_coverage_pct', 'protected_areas_count', 'kba_coverage_pct', 'management_effectiveness_score', 'conservation_funding_million_usd', 'funding_per_km2_usd', 'ranger_density_per_1000km2', 'community_conservation_areas', 'anti_poaching_patrols_year', 'reintroduction_programs', 'captive_breeding_programs', 'invasive_species_present', 'invasive_species_control_pct', 'conservation_success_index', 'biodiversity_intactness_index']"
368,electricsheepafrica/insurance-penetration-africa,24,True,"['country', 'year', 'urban_rural', 'gender', 'age', 'age_group', 'income_quintile', 'education', 'employment_status', 'employer_provided_insurance', 'insurance_awareness', 'has_insurance', 'insurance_type', 'provider', 'premium_annual_usd', 'coverage_amount_usd', 'policy_term_years', 'has_made_claim', 'claim_amount_usd', 'claim_outcome', 'claim_payout_usd', 'primary_barrier', 'satisfaction_score', 'scenario']"
369,electricsheepafrica/savings-behavior-africa,27,True,"['country', 'year', 'urban_rural', 'gender', 'age', 'age_group', 'income_quintile', 'education', 'employment_status', 'monthly_income_usd', 'financial_literacy', 'saves_any', 'savings_rate', 'monthly_savings_usd', 'primary_savings_method', 'secondary_savings_method', 'total_savings_balance_usd', 'formal_savings_balance_usd', 'informal_savings_balance_usd', 'savings_group_member', 'primary_savings_purpose', 'savings_frequency', 'savings_goal_usd', 'progress_to_goal', 'withdrawal_frequency_monthly', 'savings_constraint', 'scenario']"
370,electricsheepafrica/remittance-flows-africa,27,True,"['country', 'year', 'urban_rural', 'gender', 'age', 'age_group', 'income_quintile', 'household_size', 'education', 'has_migrant_member', 'receives_remittances', 'remittance_type', 'origin_country', 'channel', 'avg_amount_per_transaction_usd', 'transactions_per_year', 'annual_remittance_total_usd', 'transaction_cost_pct', 'total_annual_fees_usd', 'sender_relationship', 'primary_usage', 'secondary_usage', 'remittance_dependency', 'pickup_location', 'pickup_distance_km', 'receive_delay_days', 'scenario']"
371,thor1/Alexandria,23,False,"['Unnamed: 0', 'composition', 'energy', 'formula', 'prototype_id', 'location', 'elements', 'spg', 'nsites', 'stress', 'energy_total', 'total_mag', 'band_gap_ind', 'band_gap_dir', 'dos_ef', 'energy_corrected', 'e_above_hull', 'e_form', 'e_phase_separation', 'decomposition', 'volume', 'lattice_params', 'lattice_matrix']"
372,avtarklwmjdiukjma/spotify-tracks-dataset,21,False,"['Unnamed: 0', 'track_id', 'artists', 'album_name', 'track_name', 'popularity', 'duration_ms', 'explicit', 'danceability', 'energy', 'key', 'loudness', 'mode', 'speechiness', 'acousticness', 'instrumentalness', 'liveness', 'valence', 'tempo', 'time_signature', 'track_genre']"
373,MiaGarza/spotify-tracks-dataset,21,False,"['Unnamed: 0', 'track_id', 'artists', 'album_name', 'track_name', 'popularity', 'duration_ms', 'explicit', 'danceability', 'energy', 'key', 'loudness', 'mode', 'speechiness', 'acousticness', 'instrumentalness', 'liveness', 'valence', 'tempo', 'time_signature', 'track_genre']"
374,Tesfato/Electric-Vehicle-Specs-Dataset-2025,22,False,"['brand', 'model', 'top_speed_kmh', 'battery_capacity_kWh', 'battery_type', 'number_of_cells', 'torque_nm', 'efficiency_wh_per_km', 'range_km', 'acceleration_0_100_s', 'fast_charging_power_kw_dc', 'fast_charge_port', 'towing_capacity_kg', 'cargo_volume_l', 'seats', 'drivetrain', 'segment', 'length_mm', 'width_mm', 'height_mm', 'car_body_type', 'source_url']"
375,web3hungry/indonesia-affordable-housing,24,False,"['housing_name', 'property_type', 'subsidy_status', 'province', 'city_regency', 'district', 'village', 'latitude', 'longitude', 'price_idr', 'land_area_m2', 'building_area_m2', 'price_per_m2_land', 'price_per_m2_building', 'bedrooms', 'bathrooms', 'floors', 'roof_material', 'wall_material', 'floor_material', 'foundation_material', 'developer_name', 'developer_association', 'total_units']"
376,electricsheepafrica/informal-settlement-profiles-africa,16,False,"['country', 'city', 'year', 'settlement_type', 'settlement_name', 'population', 'households', 'population_density', 'water_access_pct', 'sanitation_access_pct', 'electricity_access_pct', 'health_facility_access_km', 'school_access_km', 'market_access_km', 'road_paved_pct', 'open_space_pct']"
377,electricsheepafrica/urban-housing-affordability-africa,15,False,"['country', 'city', 'year', 'household_income_usd', 'housing_price_usd', 'price_to_income_ratio', 'housing_cost_burden_pct', 'affordability_category', 'property_type', 'property_size_sqm', 'rooms', 'neighborhood_type', 'mortgage_available', 'down_payment_required_pct', 'rental_yield_pct']"
378,electricsheepafrica/slum-population-dynamics-africa,17,False,"['country', 'city', 'year', 'total_urban_population', 'slum_population', 'slum_population_pct', 'annual_population_growth_pct', 'slum_annual_growth_pct', 'youth_population_pct', 'working_age_population_pct', 'children_population_pct', 'dependency_ratio', 'rural_to_urban_migration_rate', 'intra_urban_migration_rate', 'net_migration_annual', 'settlement_expansion_type', 'informal_jobs_pct']"
379,electricsheepafrica/housing-tenure-security-africa,16,False,"['country', 'city', 'year', 'tenure_type', 'security_score', 'has_title_deed', 'has_formal_lease', 'proof_of_occupancy', 'registration_status', 'years_in_tenure', 'eviction_risk_pct', 'perceived_security', 'willingness_to_invest', 'tenure_type_detail', 'landlord_relationship', 'rent_control_applicable']"
380,electricsheepafrica/basic-services-informal-settlements-africa,17,False,"['country', 'city', 'settlement', 'year', 'settlement_type', 'water_point_type', 'water_access_pct', 'water_queue_minutes', 'sanitation_facility_type', 'sanitation_access_pct', 'open_defecation_pct', 'electricity_access_pct', 'electricity_source', 'waste_collection_pct', 'health_facility_distance_km', 'school_distance_km', 'public_transport_distance_km']"
381,electricsheepafrica/urban-land-informal-development-africa,18,False,"['country', 'city', 'year', 'land_tenure_type', 'development_type', 'location_zone', 'land_price_per_sqm_usd', 'land_size_hectares', 'regulatory_status', 'planning_permission', 'encroachment_risk', 'years_since_development', 'informal_builder_pct', 'road_access_pct', 'utilities_available', 'zoning_compliance', 'dispute_history', 'perceived_land_security']"
382,electricsheepafrica/housing-infrastructure-quality-africa,21,False,"['country', 'city', 'year', 'construction_type', 'primary_material', 'secondary_material', 'material_quality_score', 'structural_integrity_score', 'roof_condition', 'wall_condition', 'foundation_type', 'building_permit', 'years_since_construction', 'renovation_status', 'occupancy_type', 'floor_level', 'rooms_count', 'dwelling_size_sqm', 'hazard_exposure', 'disaster_resilience_score', 'maintenance_quality']"
383,electricsheepafrica/urban-planning-capacity-africa,21,False,"['country', 'city', 'year', 'planning_authority', 'has_master_plan', 'master_plan_year', 'scheme_coverage_pct', 'zoning_compliance_pct', 'building_permit_process_days', 'enforcement_capacity_score', 'planner_to_population_ratio', 'budget_allocation_usd', 'plan_implementation_pct', 'informal_settlement_regularization', 'infrastructure_planning', 'land_use_violation_rate', 'court_cases_pending', 'stakeholder_engagement_score', 'coordinate_availability', 'gis_capacity', 'public_participation']"
