subset,category,fold_id,model,downsample,seed_id,train_size,test_size,rmse,mae
ant,other,5,linear,True,1,3236,809,0.071431281986129,0.031178944978636713
ant,all,5,featureless,True,1,3236,809,0.02407647669315338,0.024379901587963104
ant,all,5,featureless,True,1,184780,809,0.02407647669315338,0.024379901587963104
ant,all,5,linear,True,1,3236,809,0.029626414853486372,0.024632408992318305
ant,all,5,linear,True,1,184780,809,0.029626414853486372,0.024632408992318305
dim,other,1,featureless,True,1,47253,11814,0.02693331427872181,0.020581822842359543
dim,other,1,linear,True,1,47253,11814,0.06127237244531467,0.016497949055708144
dim,all,1,featureless,True,1,47253,11814,0.02607898786664009,0.018313614651560783
dim,all,1,featureless,True,1,129759,11814,0.02607898786664009,0.018313614651560783
dim,all,1,linear,True,1,47253,11814,0.04800459421368903,0.012834839301264722
dim,all,1,linear,True,1,129759,11814,0.04800459421368903,0.012834839301264722
dim,other,2,featureless,True,1,47253,11814,0.027079222723841667,0.02057524025440216
dim,other,2,linear,True,1,47253,11814,0.05880132984276498,0.016307608304437102
dim,all,2,featureless,True,1,47253,11814,0.02619321644306183,0.018305141478776932
dim,all,2,featureless,True,1,129759,11814,0.02619321644306183,0.018305141478776932
dim,all,2,linear,True,1,47253,11814,0.024681876503324367,0.012641560486744474
dim,all,2,linear,True,1,129759,11814,0.024681876503324367,0.012641560486744474
dim,other,3,featureless,True,1,47253,11813,0.027434824034571648,0.020573820918798447
dim,other,3,linear,True,1,47253,11813,0.06823318498116533,0.016382676375219868
dim,all,3,featureless,True,1,47253,11813,0.02661447413265705,0.018291275948286057
dim,all,3,featureless,True,1,129759,11813,0.02661447413265705,0.018291275948286057
dim,all,3,linear,True,1,47253,11813,0.040617906011340875,0.012603239723585236
dim,all,3,linear,True,1,129759,11813,0.040617906011340875,0.012603239723585236
dim,other,4,featureless,True,1,47253,11813,0.027203338220715523,0.020676827058196068
dim,other,4,linear,True,1,47253,11813,0.06462861398781844,0.01646466978728356
dim,all,4,featureless,True,1,47253,11813,0.026368727907538414,0.018469901755452156
dim,all,4,featureless,True,1,129759,11813,0.026368727907538414,0.018469901755452156
dim,all,4,linear,True,1,47253,11813,0.029909918561944353,0.012634213233589708
dim,all,4,linear,True,1,129759,11813,0.029909918561944353,0.012634213233589708
dim,other,5,featureless,True,1,47253,11813,0.02698982134461403,0.020455531775951385
dim,other,5,linear,True,1,47253,11813,0.07050551740549382,0.01651526632427211
dim,all,5,featureless,True,1,47253,11813,0.026121875271201134,0.01822608895599842
dim,all,5,featureless,True,1,129759,11813,0.026121875271201134,0.01822608895599842
dim,all,5,linear,True,1,47253,11813,0.02585566565561037,0.012760150813654447
dim,all,5,linear,True,1,129759,11813,0.02585566565561037,0.012760150813654447
drp,other,1,featureless,True,1,12968,3242,0.03025452420115471,0.030971579253673553
drp,other,1,linear,True,1,12968,3242,0.09993016988804962,0.02825000118498358
drp,all,1,featureless,True,1,12968,3242,0.028175607323646545,0.028877660632133484
drp,all,1,featureless,True,1,172616,3242,0.028175607323646545,0.028877660632133484
drp,all,1,linear,True,1,12968,3242,0.028288880747675844,0.023681216192876692
drp,all,1,linear,True,1,172616,3242,0.028288880747675844,0.023681216192876692
drp,other,2,featureless,True,1,12968,3242,0.03025251440703869,0.03101751208305359
drp,other,2,linear,True,1,12968,3242,0.07356072331598952,0.02815813089476568
drp,all,2,featureless,True,1,12968,3242,0.02817372977733612,0.028923507779836655
drp,all,2,featureless,True,1,172616,3242,0.02817372977733612,0.028923507779836655
drp,all,2,linear,True,1,12968,3242,0.028416079383145998,0.023782900259017414
drp,all,2,linear,True,1,172616,3242,0.028416079383145998,0.023782900259017414
drp,other,3,featureless,True,1,12968,3242,0.03006700612604618,0.030853355303406715
drp,other,3,linear,True,1,12968,3242,0.08716669902164803,0.028115205542800892
drp,all,3,featureless,True,1,12968,3242,0.027985291555523872,0.028756054118275642
drp,all,3,featureless,True,1,172616,3242,0.027985291555523872,0.028756054118275642
drp,all,3,linear,True,1,12968,3242,0.034897394587370734,0.02356426732043243
drp,all,3,linear,True,1,172616,3242,0.034897394587370734,0.02356426732043243
drp,other,4,featureless,True,1,12968,3242,0.030187373980879784,0.03099069744348526
drp,other,4,linear,True,1,12968,3242,0.10003048058004564,0.02812008559109294
drp,all,4,featureless,True,1,12968,3242,0.02810768410563469,0.028895501047372818
drp,all,4,featureless,True,1,172616,3242,0.02810768410563469,0.028895501047372818
drp,all,4,linear,True,1,12968,3242,0.04063693062135196,0.023611759751829497
drp,all,4,linear,True,1,172616,3242,0.04063693062135196,0.023611759751829497
drp,other,5,featureless,True,1,12968,3242,0.030189627781510353,0.030989378690719604
drp,other,5,linear,True,1,12968,3242,0.09334117622231171,0.028300995996461964
